ISO,Year,Value,Description,Country,Source,URL,DownloadDate,Variable,From
CEB,1999,2.60232779580787,"Adjusted net savings, including particulate emission damage (% of GNI)",Central Europe and the Baltics,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
CEB,1998,4.54721827886209,"Adjusted net savings, including particulate emission damage (% of GNI)",Central Europe and the Baltics,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
CEB,1997,4.16722619660118,"Adjusted net savings, including particulate emission damage (% of GNI)",Central Europe and the Baltics,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
CEB,1996,4.08087190601039,"Adjusted net savings, including particulate emission damage (% of GNI)",Central Europe and the Baltics,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
CEB,1995,4.18354776472987,"Adjusted net savings, including particulate emission damage (% of GNI)",Central Europe and the Baltics,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,2019,13.140332722011,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,2018,13.2467075646023,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,2017,13.0011930514591,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,2016,12.4202833246695,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,2015,12.0307626055834,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,2014,12.407010231793,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,2013,12.5888988809987,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,2012,13.4584904429503,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,2011,14.2685136871422,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,2010,14.5313477610617,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,2009,12.4310218229729,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,2008,13.7745566701034,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,2007,14.0198080572124,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,2006,13.2243317954992,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,2005,11.5196930365001,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,2004,9.85643180967823,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,2003,8.48532921075766,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,2002,8.42836882428401,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,2001,8.15518388815741,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,2000,9.3707161824386,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
